BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0497956,GRIFF BRAD D.,1/18/2017,2/5/2017,MEALS,109.22,2017,GRIFF BRAD D.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0470920,GRIFF BRAD D.,11/1/2016,11/16/2016,MEALS,41.54,2016,GRIFF BRAD D.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0470924,SHOCKEY TORI A.,11/15/2016,11/15/2016,MEALS,15.02,2016,SHOCKEY TORI A.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0473756,GONGORA ESTEPHANIA,11/28/2016,11/28/2016,MEALS,12.54,2016,GONGORA ESTEPHANIA
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0473757,POPKEY DANIEL R.,12/5/2016,12/9/2016,MEALS,93.27,2016,POPKEY DANIEL R.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0470921,CUNNINGTON MICHAEL,11/5/2016,11/21/2016,MEALS,415.56,2016,CUNNINGTON MICHAEL
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0470921,CUNNINGTON MICHAEL,11/19/2016,11/27/2016,MEALS,58.79,2016,CUNNINGTON MICHAEL
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0473754,MORBECK JUDITH U.,11/1/2016,11/2/2016,MEALS,26.72,2016,MORBECK JUDITH U.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0481626,CITIBANK GOV CARD SERVICE,10/31/2016,11/18/2016,MEALS,66.84,2016,CITIBANK GOV CARD SERVICE
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0481622,CITIBANK GOV CARD SERVICE,11/2/2016,11/2/2016,MEALS,12.81,2016,CITIBANK GOV CARD SERVICE
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481625,CITIBANK GOV CARD SERVICE,9/30/2016,10/13/2016,MEALS,73.38,2016,CITIBANK GOV CARD SERVICE
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0481620,GONGORA ESTEPHANIA,12/14/2016,12/14/2016,MEALS,13.74,2016,GONGORA ESTEPHANIA
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0481621,POPKEY DANIEL R.,11/2/2016,11/29/2016,MEALS,50.58,2016,POPKEY DANIEL R.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0490382,CITIBANK GOV CARD SERVICE,12/22/2016,12/22/2016,MEALS,14.48,2016,CITIBANK GOV CARD SERVICE
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0490395,CITIBANK GOV CARD SERVICE,11/29/2016,12/9/2016,MEALS,84.34,2016,CITIBANK GOV CARD SERVICE
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0492447,CITIBANK GOV CARD SERVICE,1/6/2017,1/23/2017,MEALS,67.43,2017,CITIBANK GOV CARD SERVICE
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/14/2017,AP,E0476282,CITIBANK GOV CARD SERVICE,12/2/2016,12/3/2016,MEALS,15.47,2016,CITIBANK GOV CARD SERVICE
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/14/2017,AP,E0485033,FLETCHER JAMES S.,1/16/2017,1/21/2017,MEALS,194.81,2017,FLETCHER JAMES S.
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0470589,MILLER BRANDON M.,10/31/2016,11/2/2016,MEALS,55.38,2016,MILLER BRANDON M.
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/23/2017,AP,E0479281,CITIBANK GOV CARD SERVICE,12/12/2016,12/12/2016,MEALS,298.46,2016,CITIBANK GOV CARD SERVICE
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0494922,MALONE JOHN L.,2/8/2017,2/25/2017,MEALS,97.01,2017,MALONE JOHN L.
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0486119,HON. RICK LARSEN,1/26/2017,1/26/2017,MEALS,10.93,2017,HON. RICK LARSEN
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0486119,HON. RICK LARSEN,1/27/2017,1/27/2017,MEALS,9.19,2017,HON. RICK LARSEN
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0486119,HON. RICK LARSEN,1/28/2017,1/28/2017,MEALS,15.14,2017,HON. RICK LARSEN
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0488591,HON. RICK LARSEN,1/15/2017,1/15/2017,MEALS,15.61,2017,HON. RICK LARSEN
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0488591,HON. RICK LARSEN,1/16/2017,1/16/2017,MEALS,11.86,2017,HON. RICK LARSEN
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0490052,HON. RICK LARSEN,2/11/2017,2/11/2017,MEALS,10.14,2017,HON. RICK LARSEN
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0495417,BOUCHER THOMAS,1/16/2017,1/16/2017,MEALS,11.67,2017,BOUCHER THOMAS
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0495432,LEMIEUX ADAM S,1/23/2017,1/26/2017,MEALS,122.45,2017,LEMIEUX ADAM S
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497949,HON. RICK LARSEN,2/10/2017,2/10/2017,MEALS,8.99,2017,HON. RICK LARSEN
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477753,HON. RICK LARSEN,12/15/2016,12/15/2016,MEALS,12.86,2016,HON. RICK LARSEN
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0474244,JARNOT BRITTANY M.,12/4/2016,12/9/2016,MEALS,137.17,2016,JARNOT BRITTANY M.
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0476912,SCHNEIDER ERIN A.,10/16/2016,11/9/2016,MEALS,260.34,2016,SCHNEIDER ERIN A.
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0483290,HON. RICK LARSEN,11/12/2016,11/12/2016,MEALS,21.61,2016,HON. RICK LARSEN
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0488587,HON. RICK LARSEN,10/4/2016,10/4/2016,MEALS,27.63,2016,HON. RICK LARSEN
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0495719,BOSSERMAN TIMOTHY E.,2/9/2017,2/27/2017,MEALS,40.2,2017,BOSSERMAN TIMOTHY E.
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0495721,LORENZ ANDREW,2/9/2017,2/9/2017,MEALS,18.62,2017,LORENZ ANDREW
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0495722,SHAVER KATHY J.,2/9/2017,2/9/2017,MEALS,36.89,2017,SHAVER KATHY J.
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0495720,GERTEN JENNA M.,2/9/2017,2/9/2017,MEALS,23.77,2017,GERTEN JENNA M.
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0496827,GRIFFIN DREW P.,2/22/2017,2/24/2017,MEALS,39.36,2017,GRIFFIN DREW P.
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0499002,BAUMAN BRIAN R.,2/9/2017,2/9/2017,MEALS,34.02,2017,BAUMAN BRIAN R.
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0477814,GERTEN JENNA M.,12/4/2016,12/7/2016,MEALS,82.25,2016,GERTEN JENNA M.
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0483177,MARSHALL DWAYNE,1/17/2017,1/17/2017,MEALS,21.8,2017,MARSHALL DWAYNE
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0491156,CITIBANK GOV CARD SERVICE,1/23/2017,1/23/2017,MEALS,42.39,2017,CITIBANK GOV CARD SERVICE
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,E0498960,JULIUS NICOLE W.,2/21/2017,2/24/2017,MEALS,17.8,2017,JULIUS NICOLE W.
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0485225,PINCKNEY JANNA L,1/25/2017,1/27/2017,MEALS,19.78,2017,PINCKNEY JANNA L
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0489937,HON AL LAWSON JR,1/16/2017,1/16/2017,MEALS,67,2017,HON AL LAWSON JR
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0497352,PINCKNEY JANNA L,2/23/2017,2/24/2017,MEALS,58.23,2017,PINCKNEY JANNA L
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497351,HON AL LAWSON JR,2/22/2017,2/22/2017,MEALS,16.86,2017,HON AL LAWSON JR
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0489415,JOHNSON TIMOTHY X.,1/31/2017,2/2/2017,MEALS,80.74,2017,JOHNSON TIMOTHY X.
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0474363,QUIGLEY JOSHUA A.,12/3/2016,12/7/2016,MEALS,111.69,2016,QUIGLEY JOSHUA A.
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0473179,NICKSON JULIE L.,10/17/2016,10/19/2016,MEALS,68,2016,NICKSON JULIE L.
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0481192,DEEGAN-MCCREE MICHAEL B.,12/4/2016,12/7/2016,MEALS,144.6,2016,DEEGAN-MCCREE MICHAEL B.
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481196,CITIBANK GOV CARD SERVICE,10/25/2016,10/26/2016,MEALS,81.81,2016,CITIBANK GOV CARD SERVICE
L000587,HON. JASON LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0489064,CITIBANK GOV CARD SERVICE,1/23/2017,1/23/2017,MEALS,19.69,2017,CITIBANK GOV CARD SERVICE
L000587,HON. JASON LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0491333,HON JASON LEWIS,1/18/2017,1/18/2017,MEALS,7.62,2017,HON JASON LEWIS
L000587,HON. JASON LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498100,SMITH AMY D.,2/20/2017,2/25/2017,MEALS,82.04,2017,SMITH AMY D.
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,E0500046,COLLINS MICHAEL E.,1/15/2017,1/21/2017,MEALS,204.82,2017,COLLINS MICHAEL E.
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0477701,COLLINS MICHAEL E.,12/19/2016,12/31/2016,MEALS,97.21,2016,COLLINS MICHAEL E.
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0479607,COLLINS MICHAEL E.,11/17/2016,11/17/2016,MEALS,25.06,2016,COLLINS MICHAEL E.
L000563,HON. DANIEL LIPINSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0487074,LAUSTEN ERIC L,1/25/2017,1/26/2017,MEALS,42.96,2017,LAUSTEN ERIC L
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0481833,GALANES JASON P.,1/16/2017,1/16/2017,MEALS,11.54,2017,GALANES JASON P.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0481833,GALANES JASON P.,1/17/2017,1/17/2017,MEALS,19.86,2017,GALANES JASON P.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0481833,GALANES JASON P.,1/18/2017,1/18/2017,MEALS,7.03,2017,GALANES JASON P.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0483461,GREENPLATE KIMBERLY G.,1/4/2017,1/4/2017,MEALS,5.82,2017,GREENPLATE KIMBERLY G.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/22/2017,AP,E0489340,GALANES JASON P.,1/27/2017,1/27/2017,MEALS,11.48,2017,GALANES JASON P.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/22/2017,AP,E0489346,GALANES JASON P.,2/10/2017,2/10/2017,MEALS,25.13,2017,GALANES JASON P.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496967,GALANES JASON P.,2/17/2017,2/17/2017,MEALS,14.25,2017,GALANES JASON P.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496970,MORAN MATTHEW R.,2/21/2017,2/22/2017,MEALS,54.77,2017,MORAN MATTHEW R.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496970,MORAN MATTHEW R.,2/22/2017,2/22/2017,MEALS,7.16,2017,MORAN MATTHEW R.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496973,GALANES JASON P.,3/3/2017,3/3/2017,MEALS,39.1,2017,GALANES JASON P.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496973,GALANES JASON P.,3/4/2017,3/4/2017,MEALS,10.6,2017,GALANES JASON P.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496973,GALANES JASON P.,3/6/2017,3/6/2017,MEALS,14.96,2017,GALANES JASON P.
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/14/2017,AP,E0486950,HERSHBERGER JARED P,2/1/2017,2/1/2017,MEALS,121.5,2017,HERSHBERGER JARED P
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0471500,JUDGE WILLIAM D.,12/7/2016,12/7/2016,MEALS,11,2016,JUDGE WILLIAM D.
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0471539,PETERSEN KATHERINE A.,12/7/2016,12/8/2016,MEALS,35.92,2016,PETERSEN KATHERINE A.
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0478150,WITTE ERIC,12/21/2016,12/28/2016,MEALS,63.88,2016,WITTE ERIC
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0345387,WHITE HOUSE AIRLIFT OPERATIONS,1/14/2015,1/14/2015,MEALS,-12.6,2015,WHITE HOUSE AIRLIFT OPERATIONS
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0489647,ELLESON BENJAMIN D.,2/4/2017,2/6/2017,MEALS,38.28,2017,ELLESON BENJAMIN D.
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0480894,PRUETT JEREMY L.,12/2/2016,12/2/2016,MEALS,11.76,2016,PRUETT JEREMY L.
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0493688,BARTLETT CLAIRE A.,2/21/2017,2/23/2017,MEALS,23.52,2017,BARTLETT CLAIRE A.
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498107,PARNELL MACK W.,2/21/2017,2/21/2017,MEALS,12.1,2017,PARNELL MACK W.
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0489455,GOFF TAYLOR M.,1/31/2017,1/31/2017,MEALS,9.22,2017,GOFF TAYLOR M.
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0495211,GOFF TAYLOR M.,2/1/2017,2/22/2017,MEALS,96.77,2017,GOFF TAYLOR M.
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0471718,CITIBANK GOV CARD SERVICE,11/2/2016,11/9/2016,MEALS,200.75,2016,CITIBANK GOV CARD SERVICE
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0476286,CITIBANK GOV CARD SERVICE,11/9/2016,11/9/2016,MEALS,17.72,2016,CITIBANK GOV CARD SERVICE
L000579,HON. ALAN S. LOWENTHAL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0499821,HYSOM TIMOTHY D.,3/10/2017,3/14/2017,MEALS,160.4,2017,HYSOM TIMOTHY D.
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0500087,SIEGEL SHIRA,3/17/2017,3/18/2017,MEALS,39.98,2017,SIEGEL SHIRA
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0500098,THORPE KATELYNN M.,3/17/2017,3/18/2017,MEALS,52.28,2017,THORPE KATELYNN M.
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0500099,LOEWENSTEIN ROY A.,3/17/2017,3/17/2017,MEALS,51.61,2017,LOEWENSTEIN ROY A.
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481040,HON. FRANK D. LUCAS,1/6/2017,1/17/2017,MEALS,51.12,2017,HON. FRANK D. LUCAS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0483639,GLASSCOCK STACEY,1/17/2017,1/19/2017,MEALS,9.19,2017,GLASSCOCK STACEY
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0485843,HON. FRANK D. LUCAS,1/27/2017,1/27/2017,MEALS,11.09,2017,HON. FRANK D. LUCAS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0487646,HON. FRANK D. LUCAS,2/3/2017,2/5/2017,MEALS,29.15,2017,HON. FRANK D. LUCAS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0490318,HON. FRANK D. LUCAS,2/8/2017,2/12/2017,MEALS,51.94,2017,HON. FRANK D. LUCAS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0495216,HON. FRANK D. LUCAS,2/16/2017,2/23/2017,MEALS,70.59,2017,HON. FRANK D. LUCAS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0495218,GLASSCOCK STACEY,1/30/2017,2/1/2017,MEALS,69.4,2017,GLASSCOCK STACEY
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0495220,GLASSCOCK STACEY,1/19/2017,1/21/2017,MEALS,31.02,2017,GLASSCOCK STACEY
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497992,GLASSCOCK STACEY,2/27/2017,3/7/2017,MEALS,80.56,2017,GLASSCOCK STACEY
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0498001,HON. FRANK D. LUCAS,3/2/2017,3/7/2017,MEALS,45.82,2017,HON. FRANK D. LUCAS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0499438,HON. FRANK D. LUCAS,3/10/2017,3/13/2017,MEALS,103.44,2017,HON. FRANK D. LUCAS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0475844,HON. FRANK D. LUCAS,1/1/2017,1/1/2017,MEALS,4.07,2017,HON. FRANK D. LUCAS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0475846,GLASSCOCK STACEY,12/5/2016,12/8/2016,MEALS,80.93,2016,GLASSCOCK STACEY
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477939,HON. FRANK D. LUCAS,12/9/2016,12/9/2016,MEALS,44.94,2016,HON. FRANK D. LUCAS
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499240,HAMM ELIZABETH A.,2/9/2017,2/12/2017,MEALS,61.22,2017,HAMM ELIZABETH A.
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499241,PADILLA MARIANA D.,2/9/2017,2/12/2017,MEALS,40.92,2017,PADILLA MARIANA D.
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499300,KEAN STEPHANIE M.,2/9/2017,2/12/2017,MEALS,65.14,2017,KEAN STEPHANIE M.
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0479398,CITIBANK GOV CARD SERVICE,10/31/2016,11/10/2016,MEALS,250.97,2016,CITIBANK GOV CARD SERVICE
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481296,CITIBANK GOV CARD SERVICE,12/11/2016,12/15/2016,MEALS,91.33,2016,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,902021,DURAN PATRICK,1/31/2017,1/31/2017,MEALS,16.97,2017,DURAN PATRICK
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,902109,SALAS STEPHEN M.,1/26/2017,1/26/2017,MEALS,6.18,2017,SALAS STEPHEN M.
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,906913,CITIBANK GOV CARD SERVICE,1/11/2017,1/11/2017,MEALS,28.75,2017,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,907056,CITIBANK GOV CARD SERVICE,1/11/2017,1/27/2017,MEALS,167.77,2017,CITIBANK GOV CARD SERVICE
